Location,Country,Year,Number of accidents,Killed,Injured
Motorways,Spain,2014,10780,290,17167
Motorways,Spain,2015,10829,277,17497
Motorways,Spain,2016,12233,327,19861
Motorways,Spain,2017,12540,308,20273
Motorways,Spain,2018,13110,323,21268
Motorways,Spain,2019,12524,340,19899
Motorways,Spain,2020,7895,224,11829
Motorways,Spain,2021,10292,316,16008
Motorways,Spain,2022,,,
Motorways,Sweden,1993,755,33,1157
Motorways,Sweden,1994,783,31,1127
Motorways,Sweden,1995,852,31,1283
Motorways,Sweden,1996,830,20,1244
Motorways,Sweden,1997,946,40,1389
Motorways,Sweden,1998,1102,25,1646
Motorways,Sweden,1999,1082,25,1656
Motorways,Sweden,2000,1128,25,1706
Motorways,Sweden,2001,1194,30,1853
Motorways,Sweden,2002,1353,27,2256
Motorways,Sweden,2003,1066,30,1698
Motorways,Sweden,2004,1201,36,1964
Motorways,Sweden,2005,1167,20,1853
Motorways,Sweden,2006,1238,26,2124
Motorways,Sweden,2007,1233,21,2001
Motorways,Sweden,2008,1208,15,1924
Motorways,Sweden,2009,1194,19,1834
Motorways,Sweden,2010,1375,23,2078
Motorways,Sweden,2011,1271,18,1954
Motorways,Sweden,2012,1361,16,2112
Motorways,Sweden,2013,1197,18,1827
Motorways,Sweden,2014,1021,31,1501
Motorways,Sweden,2015,1151,15,1754
Motorways,Sweden,2016,1137,17,1710
Motorways,Sweden,2017,1266,20,1890
Motorways,Sweden,2018,1168,24,1651
Motorways,Sweden,2019,1131,20,1661
Motorways,Sweden,2020,558,6,778
Motorways,Sweden,2021,,,
Motorways,Sweden,2022,,,
Motorways,Switzerland,1993,1711,64,2507
Motorways,Switzerland,1994,1828,63,2665
Motorways,Switzerland,1995,2017,90,2920
Motorways,Switzerland,1996,1808,78,2613
Motorways,Switzerland,1997,1863,63,2698
Motorways,Switzerland,1998,2037,79,3025
Motorways,Switzerland,1999,2316,63,3413
Motorways,Switzerland,2000,2256,43,3380
Motorways,Switzerland,2001,2381,71,3422
Motorways,Switzerland,2002,2322,76,3332
Motorways,Switzerland,2003,2188,58,3182
Motorways,Switzerland,2004,2167,51,3211
Motorways,Switzerland,2005,1900,25,2674
Motorways,Switzerland,2006,1922,31,2686
Motorways,Switzerland,2007,2009,47,2818
Motorways,Switzerland,2008,1779,27,2567
Motorways,Switzerland,2009,1883,34,2651
Motorways,Switzerland,2010,1893,23,2667
Motorways,Switzerland,2011,1685,22,2424
Motorways,Switzerland,2012,1820,63,2669
Motorways,Switzerland,2013,1689,23,2434
Motorways,Switzerland,2014,1693,12,2414
Motorways,Switzerland,2015,1582,21,2310
Motorways,Switzerland,2016,1766,19,2542
Motorways,Switzerland,2017,1686,25,2409
Motorways,Switzerland,2018,,,
Motorways,Switzerland,2019,,,
Motorways,Switzerland,2020,,,
Motorways,Switzerland,2021,,,
Motorways,Switzerland,2022,,,
Motorways,Tajikistan,1993,,,
Motorways,Tajikistan,1994,,,
Motorways,Tajikistan,1995,,,
Motorways,Tajikistan,1996,,,
Motorways,Tajikistan,1997,,,
Motorways,Tajikistan,1998,,,
Motorways,Tajikistan,1999,,,
Motorways,Tajikistan,2000,,,
Motorways,Tajikistan,2001,,,
Motorways,Tajikistan,2002,,,
Motorways,Tajikistan,2003,,,
Motorways,Tajikistan,2004,,,
Motorways,Tajikistan,2005,,,
Motorways,Tajikistan,2006,,,
Motorways,Tajikistan,2007,,,
Motorways,Tajikistan,2008,,,
Motorways,Tajikistan,2009,,,
Motorways,Tajikistan,2010,,,
Motorways,Tajikistan,2011,,,
Motorways,Tajikistan,2012,,,
Motorways,Tajikistan,2013,,,
Motorways,Tajikistan,2014,,,
Motorways,Tajikistan,2015,,,
Motorways,Tajikistan,2016,,,
Motorways,Tajikistan,2017,,,
Motorways,Tajikistan,2018,,,
Motorways,Tajikistan,2019,,,
Motorways,Tajikistan,2020,,,
Motorways,Tajikistan,2021,,,
Motorways,Tajikistan,2022,,,
Motorways,Turkiye,1993,1292,226,2304
Motorways,Turkiye,1994,1084,176,2008
Motorways,Turkiye,1995,1420,242,2675
Motorways,Turkiye,1996,1555,214,2846
Motorways,Turkiye,1997,2087,297,4075
Motorways,Turkiye,1998,2210,264,4280
Motorways,Turkiye,1999,2212,305,4187
Motorways,Turkiye,2000,2158,235,4366
Motorways,Turkiye,2001,1653,210,3212
Motorways,Turkiye,2002,1613,223,3031
Motorways,Turkiye,2003,2093,255,3905
Motorways,Turkiye,2004,2437,265,4748
Motorways,Turkiye,2005,2584,285,5007
Motorways,Turkiye,2006,3034,362,6013
Motorways,Turkiye,2007,3316,307,6622
Motorways,Turkiye,2008,3338,289,6753
Motorways,Turkiye,2009,3057,234,6309
Motorways,Turkiye,2010,3428,284,7119
Motorways,Turkiye,2011,3603,240,7381
Motorways,Turkiye,2012,3721,223,7733
Motorways,Turkiye,2013,3292,181,6345
Motorways,Turkiye,2014,3399,190,6688
Motorways,Turkiye,2015,3864,349,7474
Motorways,Turkiye,2016,4244,378,8094
Motorways,Turkiye,2017,4480,398,8213
Motorways,Turkiye,2018,4363,320,8074
Motorways,Turkiye,2019,4165,338,7978
Motorways,Turkiye,2020,3742,314,6546
Motorways,Turkiye,2021,4897,346,8613
Motorways,Turkiye,2022,,,
Motorways,Turkmenistan,1993,,,
Motorways,Turkmenistan,1994,,,
Motorways,Turkmenistan,1995,,,
Motorways,Turkmenistan,1996,,,
Motorways,Turkmenistan,1997,,,
Motorways,Turkmenistan,1998,0,0,
Motorways,Turkmenistan,1999,0,0,
Motorways,Turkmenistan,2000,,,
Motorways,Turkmenistan,2001,,,
Motorways,Turkmenistan,2002,86,31,95
Motorways,Turkmenistan,2003,98,40,115
Motorways,Turkmenistan,2004,,,
Motorways,Turkmenistan,2005,,,
Motorways,Turkmenistan,2006,,,
Motorways,Turkmenistan,2007,,,
Motorways,Turkmenistan,2008,,,
Motorways,Turkmenistan,2009,,,
Motorways,Turkmenistan,2010,,,
Motorways,Turkmenistan,2011,,,
Motorways,Turkmenistan,2012,,,
Motorways,Turkmenistan,2013,,,
Motorways,Turkmenistan,2014,,,
Motorways,Turkmenistan,2015,,,
Motorways,Turkmenistan,2016,,,
Motorways,Turkmenistan,2017,,,
Motorways,Turkmenistan,2018,,,
Motorways,Turkmenistan,2019,,,
Motorways,Turkmenistan,2020,,,
Motorways,Turkmenistan,2021,,,
Motorways,Turkmenistan,2022,,,
Motorways,Ukraine,1993,,,
Motorways,Ukraine,1994,,,
Motorways,Ukraine,1995,,,
Motorways,Ukraine,1996,,,
Motorways,Ukraine,1997,,,
Motorways,Ukraine,1998,,,
Motorways,Ukraine,1999,,,
Motorways,Ukraine,2000,,,
Motorways,Ukraine,2001,,,
Motorways,Ukraine,2002,,,
Motorways,Ukraine,2003,,,
Motorways,Ukraine,2004,,,
Motorways,Ukraine,2005,,,
Motorways,Ukraine,2006,,,
Motorways,Ukraine,2007,,,
Motorways,Ukraine,2008,,,
Motorways,Ukraine,2009,,,
Motorways,Ukraine,2010,,,
Motorways,Ukraine,2011,,,
Motorways,Ukraine,2012,,,
Motorways,Ukraine,2013,,,
Motorways,Ukraine,2014,,,
Motorways,Ukraine,2015,,,
Motorways,Ukraine,2016,,,
Motorways,Ukraine,2017,5265,1221,4137
Motorways,Ukraine,2018,4645,1190,3891
Motorways,Ukraine,2019,4263,1265,
Motorways,Ukraine,2020,4145,1204,
Motorways,Ukraine,2021,4073,1094,
Motorways,Ukraine,2022,3285,826,
Motorways,United Kingdom,1993,6863,201,10845
Motorways,United Kingdom,1994,7225,157,11593
Motorways,United Kingdom,1995,7708,184,11977
Motorways,United Kingdom,1996,7787,165,12439
Motorways,United Kingdom,1997,8678,191,13929
Motorways,United Kingdom,1998,8861,174,13955
Motorways,United Kingdom,1999,8902,200,14359
Motorways,United Kingdom,2000,9184,188,14937
Motorways,United Kingdom,2001,8876,198,14213
Motorways,United Kingdom,2002,8691,226,13684
Motorways,United Kingdom,2003,8533,215,13492
Motorways,United Kingdom,2004,8750,164,13681
Motorways,United Kingdom,2005,8314,203,13159
Motorways,United Kingdom,2006,8146,185,12874
Motorways,United Kingdom,2007,7891,184,12531
Motorways,United Kingdom,2008,7145,157,11213
Motorways,United Kingdom,2009,6540,131,10417
Motorways,United Kingdom,2010,5702,112,9021
Motorways,United Kingdom,2011,5182,99,8668
Motorways,United Kingdom,2012,4993,84,8141
Motorways,United Kingdom,2013,4670,93,7529
Motorways,United Kingdom,2014,4797,81,7841
Motorways,United Kingdom,2015,4809,93,7873
Motorways,United Kingdom,2016,5550,96,8918
Motorways,United Kingdom,2017,4914,99,7873
Motorways,United Kingdom,2018,4731,109,7500
Motorways,United Kingdom,2019,4270,106,6746
Motorways,United Kingdom,2020,2653,79,4022
Motorways,United Kingdom,2021,3487,104,5399
Motorways,United Kingdom,2022,,,
Motorways,United States,1993,,4566,
Motorways,United States,1994,,4713,
Motorways,United States,1995,,4826,
Motorways,United States,1996,,5231,
Motorways,United States,1997,,5304,
Motorways,United States,1998,,5304,
Motorways,United States,1999,,5597,
Motorways,United States,2000,,5673,
Motorways,United States,2001,,5665,
Motorways,United States,2002,,5780,
Motorways,United States,2003,,5644,
Motorways,United States,2004,,5829,
Motorways,United States,2005,,5982,
Motorways,United States,2006,,5550,
Motorways,United States,2007,,5362,
Motorways,United States,2008,,4722,
Motorways,United States,2009,,4094,
Motorways,United States,2010,,4237,
Motorways,United States,2011,,4128,
Motorways,United States,2012,,3985,
Motorways,United States,2013,,4095,
Motorways,United States,2014,,4094,
Motorways,United States,2015,,4461,
Motorways,United States,2016,,5081,
Motorways,United States,2017,,4755,
Motorways,United States,2018,,4775,
Motorways,United States,2019,,4644,
Motorways,United States,2020,,,
Motorways,United States,2021,,,
Motorways,United States,2022,,,
Motorways,Uzbekistan,1993,,,
Motorways,Uzbekistan,1994,,,
Motorways,Uzbekistan,1995,,,
Motorways,Uzbekistan,1996,,,
Motorways,Uzbekistan,1997,,,
Motorways,Uzbekistan,1998,,,
Motorways,Uzbekistan,1999,,,
Motorways,Uzbekistan,2000,,,
Motorways,Uzbekistan,2001,,,
Motorways,Uzbekistan,2002,,,
Motorways,Uzbekistan,2003,,,
Motorways,Uzbekistan,2004,,,
Motorways,Uzbekistan,2005,,,
Motorways,Uzbekistan,2006,,,
Motorways,Uzbekistan,2007,,,
Motorways,Uzbekistan,2008,,,
Motorways,Uzbekistan,2009,,,
Motorways,Uzbekistan,2010,,,
Motorways,Uzbekistan,2011,,,
Motorways,Uzbekistan,2012,,,
Motorways,Uzbekistan,2013,,,
Motorways,Uzbekistan,2014,,,
Motorways,Uzbekistan,2015,,,
Motorways,Uzbekistan,2016,,,
Motorways,Uzbekistan,2017,,,
Motorways,Uzbekistan,2018,,,
Motorways,Uzbekistan,2019,,,
Motorways,Uzbekistan,2020,,,
Motorways,Uzbekistan,2021,,,
Motorways,Uzbekistan,2022,,,
Inside built-up areas,Albania,1993,,,
Inside built-up areas,Albania,1994,,,
Inside built-up areas,Albania,1995,,,
Inside built-up areas,Albania,1996,123,64,90
Inside built-up areas,Albania,1997,95,62,65
Inside built-up areas,Albania,1998,135,76,87
Inside built-up areas,Albania,1999,98,33,84
Inside built-up areas,Albania,2000,114,56,82
Inside built-up areas,Albania,2001,112,70,74
Inside built-up areas,Albania,2002,87,66,52
Inside built-up areas,Albania,2003,115,53,86
Inside built-up areas,Albania,2004,,,
Inside built-up areas,Albania,2005,435,116,549
Inside built-up areas,Albania,2006,411,79,435
Inside built-up areas,Albania,2007,566,119,646
Inside built-up areas,Albania,2008,729,134,758
Inside built-up areas,Albania,2009,1010,214,968
Inside built-up areas,Albania,2010,826,129,842
Inside built-up areas,Albania,2011,1076,136,1194
Inside built-up areas,Albania,2012,1124,125,1246
Inside built-up areas,Albania,2013,1226,107,1409
Inside built-up areas,Albania,2014,1223,129,1429
Inside built-up areas,Albania,2015,1188,106,1367
Inside built-up areas,Albania,2016,1232,105,1411
Inside built-up areas,Albania,2017,1246,103,1411
Inside built-up areas,Albania,2018,1170,119,1328
Inside built-up areas,Albania,2019,1013,114,1162
Inside built-up areas,Albania,2020,820,90,909
Inside built-up areas,Albania,2021,886,86,1024
Inside built-up areas,Albania,2022,739,67,845
Inside built-up areas,Andorra,1993,,,
Inside built-up areas,Andorra,1994,,,
Inside built-up areas,Andorra,1995,,,
Inside built-up areas,Andorra,1996,89,3,122
Inside built-up areas,Andorra,1997,,,
Inside built-up areas,Andorra,1998,,,
Inside built-up areas,Andorra,1999,60,3,73
Inside built-up areas,Andorra,2000,59,3,69
Inside built-up areas,Andorra,2001,43,0,56
Inside built-up areas,Andorra,2002,52,1,58
Inside built-up areas,Andorra,2003,,,
Inside built-up areas,Andorra,2004,,,
Inside built-up areas,Andorra,2005,,,
Inside built-up areas,Andorra,2006,,,
Inside built-up areas,Andorra,2007,,,
Inside built-up areas,Andorra,2008,,,
Inside built-up areas,Andorra,2009,,,
Inside built-up areas,Andorra,2010,,,
Inside built-up areas,Andorra,2011,,,
Inside built-up areas,Andorra,2012,,,
Inside built-up areas,Andorra,2013,,,
Inside built-up areas,Andorra,2014,,,
Inside built-up areas,Andorra,2015,,,
Inside built-up areas,Andorra,2016,,,
Inside built-up areas,Andorra,2017,,,
Inside built-up areas,Andorra,2018,,,
Inside built-up areas,Andorra,2019,,,
Inside built-up areas,Andorra,2020,,,
Inside built-up areas,Andorra,2021,,,
Inside built-up areas,Andorra,2022,,,
Inside built-up areas,Armenia,1993,565,146,563
Inside built-up areas,Armenia,1994,460,107,470
Inside built-up areas,Armenia,1995,688,118,744
Inside built-up areas,Armenia,1996,776,140,844
Inside built-up areas,Armenia,1997,689,111,771
Inside built-up areas,Armenia,1998,620,116,702
Inside built-up areas,Armenia,1999,614,87,696
Inside built-up areas,Armenia,2000,552,128,567
Inside built-up areas,Armenia,2001,606,100,657
Inside built-up areas,Armenia,2002,616,97,677
Inside built-up areas,Armenia,2003,605,103,721
Inside built-up areas,Armenia,2004,660,93,751
Inside built-up areas,Armenia,2005,,,
Inside built-up areas,Armenia,2006,,,
Inside built-up areas,Armenia,2007,,,
Inside built-up areas,Armenia,2008,,,
Inside built-up areas,Armenia,2009,,,
Inside built-up areas,Armenia,2010,,,
Inside built-up areas,Armenia,2011,,,
Inside built-up areas,Armenia,2012,,,
Inside built-up areas,Armenia,2013,,,
Inside built-up areas,Armenia,2014,,,
Inside built-up areas,Armenia,2015,,,
Inside built-up areas,Armenia,2016,,,
Inside built-up areas,Armenia,2017,,,
Inside built-up areas,Armenia,2018,,,
Inside built-up areas,Armenia,2019,,,
Inside built-up areas,Armenia,2020,,,
Inside built-up areas,Armenia,2021,,,
Inside built-up areas,Armenia,2022,,,
Inside built-up areas,Austria,1993,24950,358,29884
Inside built-up areas,Austria,1994,25073,298,30099
Inside built-up areas,Austria,1995,23344,306,28301
Inside built-up areas,Austria,1996,22649,249,27326
Inside built-up areas,Austria,1997,23962,255,29165
Inside built-up areas,Austria,1998,23914,221,29309
Inside built-up areas,Austria,1999,25536,260,31102
Inside built-up areas,Austria,2000,25418,217,31047
Inside built-up areas,Austria,2001,26036,216,31900
Inside built-up areas,Austria,2002,26466,265,32523
Inside built-up areas,Austria,2003,26075,223,32292
Inside built-up areas,Austria,2004,25939,232,32037
Inside built-up areas,Austria,2005,25204,202,31094
Inside built-up areas,Austria,2006,25066,200,30956
Inside built-up areas,Austria,2007,25739,173,31708
Inside built-up areas,Austria,2008,24898,189,30516
Inside built-up areas,Austria,2009,23821,173,29142
Inside built-up areas,Austria,2010,22367,141,27641
Inside built-up areas,Austria,2011,22660,139,27605
Inside built-up areas,Austria,2012,25812,151,31003
Inside built-up areas,Austria,2013,24584,115,29461
Inside built-up areas,Austria,2014,24445,123,29496
Inside built-up areas,Austria,2015,24420,128,29162
Inside built-up areas,Austria,2016,24604,110,29639
Inside built-up areas,Austria,2017,23688,107,28500
Inside built-up areas,Austria,2018,23031,102,27658
Inside built-up areas,Austria,2019,22450,104,26907
Inside built-up areas,Austria,2020,19287,89,22812
Inside built-up areas,Austria,2021,20639,99,24544
Inside built-up areas,Austria,2022,,,
Inside built-up areas,Azerbaijan,1993,,,
Inside built-up areas,Azerbaijan,1994,,,
Inside built-up areas,Azerbaijan,1995,1662,545,1719
Inside built-up areas,Azerbaijan,1996,1465,406,1482
Inside built-up areas,Azerbaijan,1997,1326,306,1319
Inside built-up areas,Azerbaijan,1998,1347,312,1437
Inside built-up areas,Azerbaijan,1999,1416,276,1536
Inside built-up areas,Azerbaijan,2000,1405,323,1544
Inside built-up areas,Azerbaijan,2001,1010,284,1030
Inside built-up areas,Azerbaijan,2002,1455,356,1524
Inside built-up areas,Azerbaijan,2003,1474,344,1604
Inside built-up areas,Azerbaijan,2004,1520,,
Inside built-up areas,Azerbaijan,2005,2144,547,2261
Inside built-up areas,Azerbaijan,2006,2485,669,2687
Inside built-up areas,Azerbaijan,2007,2459,719,2625
Inside built-up areas,Azerbaijan,2008,2326,691,2475
Inside built-up areas,Azerbaijan,2009,2259,671,2446
Inside built-up areas,Azerbaijan,2010,2226,670,2345
Inside built-up areas,Azerbaijan,2011,2489,739,2697
Inside built-up areas,Azerbaijan,2012,2467,805,2719
Inside built-up areas,Azerbaijan,2013,2481,809,2701
Inside built-up areas,Azerbaijan,2014,2293,790,2457
Inside built-up areas,Azerbaijan,2015,1934,587,2123
Inside built-up areas,Azerbaijan,2016,1746,497,1877
Inside built-up areas,Azerbaijan,2017,1608,518,1613
Inside built-up areas,Azerbaijan,2018,1635,556,1628
Inside built-up areas,Azerbaijan,2019,1637,564,1631
Inside built-up areas,Azerbaijan,2020,1404,526,1315
Inside built-up areas,Azerbaijan,2021,1467,553,1364
Inside built-up areas,Azerbaijan,2022,1411,588,1330
Inside built-up areas,Belarus,1993,4915,919,4742
Inside built-up areas,Belarus,1994,4421,772,4414
Inside built-up areas,Belarus,1995,4652,888,4621
Inside built-up areas,Belarus,1996,4635,817,4653
Inside built-up areas,Belarus,1997,4257,750,4267
Inside built-up areas,Belarus,1998,4202,786,4157
Inside built-up areas,Belarus,1999,4302,823,4250
Inside built-up areas,Belarus,2000,4201,792,4185
Inside built-up areas,Belarus,2001,3269,606,3256
Inside built-up areas,Belarus,2002,3845,601,3966
Inside built-up areas,Belarus,2003,4388,673,4552
Inside built-up areas,Belarus,2004,4167,602,4385
Inside built-up areas,Belarus,2005,4511,607,4511
Inside built-up areas,Belarus,2006,4953,604,4953
Inside built-up areas,Belarus,2007,4628,580,4907
Inside built-up areas,Belarus,2008,4359,554,4508
Inside built-up areas,Belarus,2009,4211,497,4406
Inside built-up areas,Belarus,2010,3955,436,4195
Inside built-up areas,Belarus,2011,3677,441,3934
Inside built-up areas,Belarus,2012,3071,365,3209
Inside built-up areas,Belarus,2013,2959,319,3122
Inside built-up areas,Belarus,2014,2919,276,3048
Inside built-up areas,Belarus,2015,2675,269,2782
Inside built-up areas,Belarus,2016,2331,220,2451
Inside built-up areas,Belarus,2017,2169,227,2249
Inside built-up areas,Belarus,2018,2120,165,2224
Inside built-up areas,Belarus,2019,2317,178,2432
Inside built-up areas,Belarus,2020,2268,199,2321
Inside built-up areas,Belarus,2021,,,
Inside built-up areas,Belarus,2022,,,
Inside built-up areas,Belgium,1993,,,
Inside built-up areas,Belgium,1994,28894,474,37552
Inside built-up areas,Belgium,1995,27509,412,35577
Inside built-up areas,Belgium,1996,26384,368,34154
Inside built-up areas,Belgium,1997,26713,408,34671
Inside built-up areas,Belgium,1998,26782,409,34788
Inside built-up areas,Belgium,1999,27118,409,35011
Inside built-up areas,Belgium,2000,24896,403,32172
Inside built-up areas,Belgium,2001,24444,453,31283
Inside built-up areas,Belgium,2002,22927,353,29225
Inside built-up areas,Belgium,2003,23843,350,29584
Inside built-up areas,Belgium,2004,24056,295,29596
Inside built-up areas,Belgium,2005,21796,255,27324
Inside built-up areas,Belgium,2006,21867,265,27376
Inside built-up areas,Belgium,2007,23671,275,29538
Inside built-up areas,Belgium,2008,23292,274,29154
Inside built-up areas,Belgium,2009,23413,257,29098
Inside built-up areas,Belgium,2010,22684,249,28310
Inside built-up areas,Belgium,2011,24174,285,29960
Inside built-up areas,Belgium,2012,20585,233,25479
Inside built-up areas,Belgium,2013,18540,200,22746
Inside built-up areas,Belgium,2014,21501,231,26079
Inside built-up areas,Belgium,2015,21086,231,25533
Inside built-up areas,Belgium,2016,21524,194,25979
Inside built-up areas,Belgium,2017,22016,203,26541
Inside built-up areas,Belgium,2018,22309,197,26721
Inside built-up areas,Belgium,2019,22199,214,26425
Inside built-up areas,Belgium,2020,17858,180,20759
Inside built-up areas,Belgium,2021,20163,179,23469
Inside built-up areas,Belgium,2022,,,
Inside built-up areas,Bosnia and Herzegovina,1993,,,
Inside built-up areas,Bosnia and Herzegovina,1994,,,
Inside built-up areas,Bosnia and Herzegovina,1995,,125,1858
Inside built-up areas,Bosnia and Herzegovina,1996,9943,185,2760
Inside built-up areas,Bosnia and Herzegovina,1997,,,
Inside built-up areas,Bosnia and Herzegovina,1998,,,
Inside built-up areas,Bosnia and Herzegovina,1999,,,
Inside built-up areas,Bosnia and Herzegovina,2000,,,
Inside built-up areas,Bosnia and Herzegovina,2001,,,
Inside built-up areas,Bosnia and Herzegovina,2002,,,
Inside built-up areas,Bosnia and Herzegovina,2003,,,
Inside built-up areas,Bosnia and Herzegovina,2004,,,
Inside built-up areas,Bosnia and Herzegovina,2005,,,
Inside built-up areas,Bosnia and Herzegovina,2006,,,
Inside built-up areas,Bosnia and Herzegovina,2007,,,
Inside built-up areas,Bosnia and Herzegovina,2008,,,
Inside built-up areas,Bosnia and Herzegovina,2009,,,
Inside built-up areas,Bosnia and Herzegovina,2010,,,
Inside built-up areas,Bosnia and Herzegovina,2011,,,
Inside built-up areas,Bosnia and Herzegovina,2012,,,
Inside built-up areas,Bosnia and Herzegovina,2013,,,
Inside built-up areas,Bosnia and Herzegovina,2014,,,
Inside built-up areas,Bosnia and Herzegovina,2015,,,
Inside built-up areas,Bosnia and Herzegovina,2016,,,
Inside built-up areas,Bosnia and Herzegovina,2017,,101,5461
Inside built-up areas,Bosnia and Herzegovina,2018,,,
Inside built-up areas,Bosnia and Herzegovina,2019,,,
Inside built-up areas,Bosnia and Herzegovina,2020,,,
Inside built-up areas,Bosnia and Herzegovina,2021,,,
Inside built-up areas,Bosnia and Herzegovina,2022,,,
Inside built-up areas,Bulgaria,1993,5159,659,5745
Inside built-up areas,Bulgaria,1994,5103,675,5683
Inside built-up areas,Bulgaria,1995,5152,607,5721
Inside built-up areas,Bulgaria,1996,4485,496,4894
Inside built-up areas,Bulgaria,1997,4394,488,4845
Inside built-up areas,Bulgaria,1998,4855,515,5359
Inside built-up areas,Bulgaria,1999,5355,477,6037
Inside built-up areas,Bulgaria,2000,4993,475,5582
Inside built-up areas,Bulgaria,2001,4689,482,5295
Inside built-up areas,Bulgaria,2002,4716,438,5371
Inside built-up areas,Bulgaria,2003,4741,435,5389
Inside built-up areas,Bulgaria,2004,5072,386,5796
Inside built-up areas,Bulgaria,2005,5643,417,
Inside built-up areas,Bulgaria,2006,5460,373,6666
Inside built-up areas,Bulgaria,2007,5598,475,
Inside built-up areas,Bulgaria,2008,5377,447,6275
Inside built-up areas,Bulgaria,2009,4609,312,5396
Inside built-up areas,Bulgaria,2010,4452,312,5081
Inside built-up areas,Bulgaria,2011,4636,235,5404
Inside built-up areas,Bulgaria,2012,4735,233,5391
Inside built-up areas,Bulgaria,2013,4919,227,5811
Inside built-up areas,Bulgaria,2014,4875,251,5573
Inside built-up areas,Bulgaria,2015,4939,269,5738
Inside built-up areas,Bulgaria,2016,4801,238,5655
Inside built-up areas,Bulgaria,2017,4426,200,5155
Inside built-up areas,Bulgaria,2018,4207,213,4843
Inside built-up areas,Bulgaria,2019,4174,232,4797
Inside built-up areas,Bulgaria,2020,3562,144,4108
Inside built-up areas,Bulgaria,2021,3749,164,4330
Inside built-up areas,Bulgaria,2022,,,
Inside built-up areas,Canada,1993,117837,1053,164762
Inside built-up areas,Canada,1994,,,
Inside built-up areas,Canada,1995,,,
Inside built-up areas,Canada,1996,107842,,
Inside built-up areas,Canada,1997,,,
Inside built-up areas,Canada,1998,,,
Inside built-up areas,Canada,1999,,,
Inside built-up areas,Canada,2000,109991,868,153827
Inside built-up areas,Canada,2001,107038,772,149926
Inside built-up areas,Canada,2002,109302,854,152538
Inside built-up areas,Canada,2003,106582,859,147711
Inside built-up areas,Canada,2004,101331,840,138393
Inside built-up areas,Canada,2005,101678,859,137675
Inside built-up areas,Canada,2006,99107,910,133783
Inside built-up areas,Canada,2007,96075,831,128600
Inside built-up areas,Canada,2008,88154,747,117094
Inside built-up areas,Canada,2009,85626,669,114467
Inside built-up areas,Canada,2010,86471,702,116562
Inside built-up areas,Canada,2011,85053,642,112176
Inside built-up areas,Canada,2012,86671,638,113387
Inside built-up areas,Canada,2013,84802,623,111907
Inside built-up areas,Canada,2014,80240,558,105789
Inside built-up areas,Canada,2015,83216,565,109496
Inside built-up areas,Canada,2016,81692,677,107961
Inside built-up areas,Canada,2017,78034,620,102313
Inside built-up areas,Canada,2018,76273,611,99932
Inside built-up areas,Canada,2019,71304,618,92726
Inside built-up areas,Canada,2020,53070,584,67987
Inside built-up areas,Canada,2021,,,
Inside built-up areas,Canada,2022,,,
Inside built-up areas,Croatia,1993,10160,676,13472
Inside built-up areas,Croatia,1994,10976,618,14630
Inside built-up areas,Croatia,1995,10896,578,14289
Inside built-up areas,Croatia,1996,9930,514,13291
Inside built-up areas,Croatia,1997,10020,503,12930
Inside built-up areas,Croatia,1998,10728,463,14618
Inside built-up areas,Croatia,1999,10824,452,14607
Inside built-up areas,Croatia,2000,12075,479,16514
Inside built-up areas,Croatia,2001,13193,420,18029
Inside built-up areas,Croatia,2002,14353,453,19525
Inside built-up areas,Croatia,2003,15676,466,21520
Inside built-up areas,Croatia,2004,13623,345,18720
Inside built-up areas,Croatia,2005,12218,362,16515
Inside built-up areas,Croatia,2006,13028,353,17379
Inside built-up areas,Croatia,2007,14009,328,18911
Inside built-up areas,Croatia,2008,12622,414,16793
Inside built-up areas,Croatia,2009,12252,316,16717
Inside built-up areas,Croatia,2010,10454,265,13993
Inside built-up areas,Croatia,2011,10598,252,13958
Inside built-up areas,Croatia,2012,9426,230,12334
Inside built-up areas,Croatia,2013,9012,213,11948
Inside built-up areas,Croatia,2014,8623,191,11299
Inside built-up areas,Croatia,2015,8908,220,11740
Inside built-up areas,Croatia,2016,8617,176,11289
Inside built-up areas,Croatia,2017,8677,186,11229
Inside built-up areas,Croatia,2018,8164,175,10552
Inside built-up areas,Croatia,2019,7673,164,9942
Inside built-up areas,Croatia,2020,6244,142,7940
Inside built-up areas,Croatia,2021,7223,163,9063
Inside built-up areas,Croatia,2022,,,
Inside built-up areas,Cyprus,1993,,64,2878
Inside built-up areas,Cyprus,1994,,,
Inside built-up areas,Cyprus,1995,,,
Inside built-up areas,Cyprus,1996,,,
Inside built-up areas,Cyprus,1997,,,
Inside built-up areas,Cyprus,1998,,,
Inside built-up areas,Cyprus,1999,,,
Inside built-up areas,Cyprus,2000,,,
Inside built-up areas,Cyprus,2001,,,
Inside built-up areas,Cyprus,2002,,,
Inside built-up areas,Cyprus,2003,,,
Inside built-up areas,Cyprus,2004,,,
Inside built-up areas,Cyprus,2005,,61,1791
Inside built-up areas,Cyprus,2006,,53,2049
Inside built-up areas,Cyprus,2007,,49,1701
Inside built-up areas,Cyprus,2008,,57,1605
Inside built-up areas,Cyprus,2009,,42,1400
Inside built-up areas,Cyprus,2010,1003,42,1404
Inside built-up areas,Cyprus,2011,867,40,1238
Inside built-up areas,Cyprus,2012,764,31,1106
Inside built-up areas,Cyprus,2013,649,30,923
